lead_code,call_type,disposition,duration,start_time,transcript_json
LDSMFG_182708,BOT,NO_ANSWER,154,2025-01-11,{}
LDSMFG_183018,BOT,NO_ANSWER,3,2025-01-16,{}
LDSMFG_162268,BOT,ANSWERED,147,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_105975,BOT,NO_ANSWER,77,2025-01-30,{}
LDSMFG_141795,BOT,NO_ANSWER,194,2025-01-25,{}
LDSMFG_147922,BOT,NO_ANSWER,299,2025-01-26,{}
LDSMFG_177820,BOT,NO_ANSWER,83,2025-01-23,{}
LDSMFG_183559,BOT,NO_ANSWER,141,2025-01-06,{}
LDSMFG_101872,BOT,ANSWERED,93,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_165854,BOT,ANSWERED,203,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_198541,BOT,ANSWERED,28,2025-01-18,{}
LDSMFG_113766,BOT,NO_ANSWER,258,2025-01-09,{}
LDSMFG_148260,BOT,NO_ANSWER,22,2025-01-23,{}
LDSMFG_199006,BOT,ANSWERED,246,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_167127,BOT,NO_ANSWER,34,2025-01-21,{}
LDSMFG_179430,BOT,NO_ANSWER,138,2025-01-10,{}
LDSMFG_126697,BOT,NO_ANSWER,148,2025-01-10,{}
LDSMFG_149509,BOT,NO_ANSWER,82,2025-01-13,{}
LDSMFG_183408,BOT,ANSWERED,298,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_114572,BOT,ANSWERED,244,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_110312,BOT,ANSWERED,82,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_118244,BOT,NO_ANSWER,268,2025-01-06,{}
LDSMFG_176636,BOT,NO_ANSWER,89,2025-01-29,{}
LDSMFG_198828,BOT,NO_ANSWER,19,2025-01-27,{}
LDSMFG_127981,BOT,NO_ANSWER,296,2025-01-03,{}
LDSMFG_150447,BOT,NO_ANSWER,220,2025-01-20,{}
LDSMFG_188256,BOT,NO_ANSWER,155,2025-01-06,{}
LDSMFG_116930,BOT,BUSY,106,2025-01-24,{}
LDSMFG_164355,BOT,BUSY,268,2025-01-21,{}
LDSMFG_143721,BOT,BUSY,151,2025-01-27,{}
LDSMFG_195675,BOT,ANSWERED,129,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_103541,BOT,ANSWERED,224,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_153448,BOT,NO_ANSWER,13,2025-01-19,{}
LDSMFG_141173,BOT,NO_ANSWER,97,2025-01-30,{}
LDSMFG_179393,BOT,NO_ANSWER,106,2025-01-25,{}
LDSMFG_109557,BOT,NO_ANSWER,148,2025-01-03,{}
LDSMFG_111771,BOT,BUSY,281,2025-01-04,{}
LDSMFG_128564,BOT,BUSY,31,2025-01-04,{}
LDSMFG_146085,BOT,BUSY,88,2025-01-25,{}
LDSMFG_173004,BOT,NO_ANSWER,90,2025-01-20,{}
LDSMFG_106005,BOT,NO_ANSWER,56,2025-01-12,{}
LDSMFG_158752,BOT,NO_ANSWER,248,2025-01-22,{}
LDSMFG_196996,BOT,NO_ANSWER,265,2025-01-19,{}
LDSMFG_190382,BOT,NO_ANSWER,29,2025-01-11,{}
LDSMFG_129249,BOT,NO_ANSWER,222,2025-01-22,{}
LDSMFG_135705,BOT,NO_ANSWER,257,2025-01-04,{}
LDSMFG_158820,BOT,BUSY,209,2025-01-07,{}
LDSMFG_101445,BOT,NO_ANSWER,21,2025-01-27,{}
LDSMFG_142546,BOT,NO_ANSWER,19,2025-01-04,{}
LDSMFG_143094,BOT,ANSWERED,130,2025-01-06,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_154114,BOT,ANSWERED,81,2025-01-09,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_194356,BOT,NO_ANSWER,31,2025-01-15,{}
LDSMFG_124233,BOT,ANSWERED,189,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_168918,BOT,NO_ANSWER,82,2025-01-08,{}
LDSMFG_126130,BOT,NO_ANSWER,151,2025-01-18,{}
LDSMFG_127843,BOT,NO_ANSWER,291,2025-01-12,{}
LDSMFG_183650,BOT,NO_ANSWER,181,2025-01-04,{}
LDSMFG_146249,BOT,NO_ANSWER,2,2025-01-13,{}
LDSMFG_129047,BOT,NO_ANSWER,275,2025-01-07,{}
LDSMFG_174720,BOT,NO_ANSWER,147,2025-01-11,{}
LDSMFG_160968,BOT,NO_ANSWER,41,2025-01-14,{}
LDSMFG_106459,BOT,ANSWERED,19,2025-01-18,{}
LDSMFG_138352,BOT,NO_ANSWER,174,2025-01-09,{}
LDSMFG_161735,BOT,BUSY,153,2025-01-30,{}
LDSMFG_129738,BOT,ANSWERED,281,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_197649,BOT,NO_ANSWER,24,2025-01-07,{}
LDSMFG_126314,BOT,NO_ANSWER,137,2025-01-27,{}
LDSMFG_129444,BOT,ANSWERED,47,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_168784,BOT,ANSWERED,294,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_183400,BOT,NO_ANSWER,272,2025-01-07,{}
LDSMFG_109154,BOT,NO_ANSWER,23,2025-01-19,{}
LDSMFG_139737,BOT,NO_ANSWER,250,2025-01-21,{}
LDSMFG_162853,BOT,NO_ANSWER,292,2025-01-06,{}
LDSMFG_100710,BOT,NO_ANSWER,145,2025-01-29,{}
LDSMFG_178495,BOT,ANSWERED,221,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_193672,BOT,NO_ANSWER,222,2025-01-02,{}
LDSMFG_102853,BOT,NO_ANSWER,185,2025-01-23,{}
LDSMFG_195780,BOT,ANSWERED,263,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_139170,BOT,NO_ANSWER,18,2025-01-06,{}
LDSMFG_127091,BOT,ANSWERED,11,2025-01-29,{}
LDSMFG_187610,BOT,NO_ANSWER,177,2025-01-24,{}
LDSMFG_191690,BOT,ANSWERED,169,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_144957,BOT,ANSWERED,213,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_193710,BOT,NO_ANSWER,40,2025-01-01,{}
LDSMFG_160978,BOT,NO_ANSWER,270,2025-01-20,{}
LDSMFG_109157,BOT,ANSWERED,131,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_140155,BOT,ANSWERED,180,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_176355,BOT,ANSWERED,85,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_191990,BOT,NO_ANSWER,189,2025-01-18,{}
LDSMFG_161383,BOT,NO_ANSWER,155,2025-01-18,{}
LDSMFG_145915,BOT,ANSWERED,188,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_156374,BOT,ANSWERED,49,2025-01-16,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_153161,BOT,BUSY,54,2025-01-28,{}
LDSMFG_140429,BOT,ANSWERED,219,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_160907,BOT,NO_ANSWER,182,2025-01-03,{}
LDSMFG_170948,BOT,NO_ANSWER,139,2025-01-29,{}
LDSMFG_118462,BOT,ANSWERED,73,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_148125,BOT,NO_ANSWER,70,2025-01-01,{}
LDSMFG_111684,BOT,NO_ANSWER,170,2025-01-13,{}
LDSMFG_116791,BOT,NO_ANSWER,202,2025-01-06,{}
LDSMFG_153450,BOT,NO_ANSWER,296,2025-01-26,{}
LDSMFG_107699,BOT,NO_ANSWER,6,2025-01-30,{}
LDSMFG_125484,BOT,ANSWERED,178,2025-01-26,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_192867,BOT,BUSY,230,2025-01-16,{}
LDSMFG_138058,BOT,BUSY,48,2025-01-29,{}
LDSMFG_119108,BOT,NO_ANSWER,32,2025-01-09,{}
LDSMFG_198643,BOT,NO_ANSWER,40,2025-01-07,{}
LDSMFG_177950,BOT,BUSY,53,2025-01-05,{}
LDSMFG_196808,BOT,NO_ANSWER,252,2025-01-16,{}
LDSMFG_146146,BOT,NO_ANSWER,232,2025-01-02,{}
LDSMFG_121642,BOT,NO_ANSWER,57,2025-01-28,{}
LDSMFG_180041,BOT,BUSY,107,2025-01-18,{}
LDSMFG_187654,BOT,ANSWERED,41,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_130043,BOT,NO_ANSWER,160,2025-01-06,{}
LDSMFG_102679,BOT,ANSWERED,104,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_188967,BOT,NO_ANSWER,1,2025-01-25,{}
LDSMFG_120447,BOT,NO_ANSWER,208,2025-01-17,{}
LDSMFG_173085,BOT,ANSWERED,97,2025-01-04,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_131061,BOT,NO_ANSWER,72,2025-01-26,{}
LDSMFG_197897,BOT,NO_ANSWER,263,2025-01-12,{}
LDSMFG_100934,BOT,BUSY,46,2025-01-14,{}
LDSMFG_105642,BOT,NO_ANSWER,66,2025-01-22,{}
LDSMFG_198361,BOT,NO_ANSWER,256,2025-01-03,{}
LDSMFG_128997,BOT,NO_ANSWER,98,2025-01-19,{}
LDSMFG_192814,BOT,NO_ANSWER,205,2025-01-06,{}
LDSMFG_175428,BOT,NO_ANSWER,150,2025-01-25,{}
LDSMFG_114448,BOT,NO_ANSWER,0,2025-01-27,{}
LDSMFG_198522,BOT,ANSWERED,166,2025-01-20,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_178381,BOT,NO_ANSWER,262,2025-01-23,{}
LDSMFG_189798,BOT,NO_ANSWER,156,2025-01-09,{}
LDSMFG_185477,BOT,ANSWERED,92,2025-01-12,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_176442,BOT,BUSY,138,2025-01-27,{}
LDSMFG_116246,BOT,NO_ANSWER,195,2025-01-27,{}
LDSMFG_148381,BOT,NO_ANSWER,197,2025-01-23,{}
LDSMFG_116991,BOT,NO_ANSWER,284,2025-01-02,{}
LDSMFG_166422,BOT,NO_ANSWER,92,2025-01-25,{}
LDSMFG_109051,BOT,NO_ANSWER,244,2025-01-17,{}
LDSMFG_123018,BOT,NO_ANSWER,114,2025-01-29,{}
LDSMFG_118898,BOT,BUSY,243,2025-01-22,{}
LDSMFG_107876,BOT,NO_ANSWER,135,2025-01-14,{}
LDSMFG_134175,BOT,BUSY,122,2025-01-14,{}
LDSMFG_109258,BOT,NO_ANSWER,88,2025-01-24,{}
LDSMFG_172901,BOT,NO_ANSWER,81,2025-01-21,{}
LDSMFG_134640,BOT,NO_ANSWER,221,2025-01-25,{}
LDSMFG_168669,BOT,NO_ANSWER,173,2025-01-15,{}
LDSMFG_164956,BOT,NO_ANSWER,241,2025-01-01,{}
LDSMFG_198879,BOT,NO_ANSWER,208,2025-01-06,{}
LDSMFG_123855,BOT,NO_ANSWER,233,2025-01-23,{}
LDSMFG_146766,BOT,NO_ANSWER,182,2025-01-12,{}
LDSMFG_169238,BOT,NO_ANSWER,187,2025-01-08,{}
LDSMFG_125577,BOT,NO_ANSWER,199,2025-01-19,{}
LDSMFG_187085,BOT,NO_ANSWER,206,2025-01-23,{}
LDSMFG_130112,BOT,BUSY,242,2025-01-08,{}
LDSMFG_177610,BOT,NO_ANSWER,70,2025-01-20,{}
LDSMFG_120433,BOT,ANSWERED,30,2025-01-06,{}
LDSMFG_140572,BOT,NO_ANSWER,217,2025-01-02,{}
LDSMFG_169704,BOT,NO_ANSWER,25,2025-01-17,{}
LDSMFG_144396,BOT,BUSY,289,2025-01-03,{}
LDSMFG_112519,BOT,NO_ANSWER,271,2025-01-19,{}
LDSMFG_136725,BOT,NO_ANSWER,222,2025-01-30,{}
LDSMFG_128070,BOT,BUSY,244,2025-01-30,{}
LDSMFG_161865,BOT,NO_ANSWER,48,2025-01-21,{}
LDSMFG_188935,BOT,NO_ANSWER,133,2025-01-20,{}
LDSMFG_143810,BOT,ANSWERED,260,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_196213,BOT,NO_ANSWER,228,2025-01-21,{}
LDSMFG_126618,BOT,NO_ANSWER,297,2025-01-04,{}
LDSMFG_132360,BOT,NO_ANSWER,4,2025-01-10,{}
LDSMFG_116178,BOT,NO_ANSWER,280,2025-01-10,{}
LDSMFG_171709,BOT,NO_ANSWER,194,2025-01-05,{}
LDSMFG_168274,BOT,NO_ANSWER,132,2025-01-12,{}
LDSMFG_179387,BOT,NO_ANSWER,256,2025-01-13,{}
LDSMFG_105392,BOT,NO_ANSWER,112,2025-01-10,{}
LDSMFG_133273,BOT,ANSWERED,71,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_149099,BOT,NO_ANSWER,43,2025-01-22,{}
LDSMFG_192282,BOT,ANSWERED,176,2025-01-26,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_134689,BOT,BUSY,138,2025-01-11,{}
LDSMFG_173859,BOT,NO_ANSWER,284,2025-01-13,{}
LDSMFG_174881,BOT,NO_ANSWER,260,2025-01-13,{}
LDSMFG_192564,BOT,NO_ANSWER,61,2025-01-20,{}
LDSMFG_176851,BOT,NO_ANSWER,69,2025-01-06,{}
LDSMFG_162340,BOT,ANSWERED,10,2025-01-11,{}
LDSMFG_140953,BOT,NO_ANSWER,89,2025-01-20,{}
LDSMFG_115756,BOT,ANSWERED,47,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_185043,BOT,ANSWERED,153,2025-01-08,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_159013,BOT,ANSWERED,263,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_151137,BOT,NO_ANSWER,31,2025-01-15,{}
LDSMFG_134366,BOT,ANSWERED,284,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_148326,BOT,NO_ANSWER,16,2025-01-25,{}
LDSMFG_135921,BOT,NO_ANSWER,69,2025-01-25,{}
LDSMFG_157545,BOT,NO_ANSWER,215,2025-01-17,{}
LDSMFG_147136,BOT,BUSY,208,2025-01-20,{}
LDSMFG_132645,BOT,ANSWERED,117,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_120671,BOT,NO_ANSWER,21,2025-01-01,{}
LDSMFG_144284,BOT,NO_ANSWER,33,2025-01-26,{}
LDSMFG_152872,BOT,ANSWERED,19,2025-01-23,{}
LDSMFG_109633,BOT,NO_ANSWER,62,2025-01-30,{}
LDSMFG_143873,BOT,ANSWERED,55,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_102124,BOT,BUSY,7,2025-01-25,{}
LDSMFG_193524,BOT,ANSWERED,88,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_113152,BOT,ANSWERED,280,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_153694,BOT,ANSWERED,74,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_163953,BOT,NO_ANSWER,76,2025-01-17,{}
LDSMFG_135302,BOT,ANSWERED,120,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_178745,BOT,BUSY,203,2025-01-07,{}
LDSMFG_160287,BOT,BUSY,183,2025-01-09,{}
LDSMFG_102397,BOT,NO_ANSWER,222,2025-01-07,{}
LDSMFG_122206,BOT,BUSY,15,2025-01-28,{}
LDSMFG_184531,BOT,ANSWERED,238,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_118549,BOT,ANSWERED,11,2025-01-07,{}
LDSMFG_196229,BOT,ANSWERED,250,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_149994,BOT,NO_ANSWER,212,2025-01-30,{}
LDSMFG_176736,BOT,BUSY,13,2025-01-30,{}
LDSMFG_161674,BOT,ANSWERED,41,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_175592,BOT,NO_ANSWER,137,2025-01-08,{}
LDSMFG_167895,BOT,NO_ANSWER,268,2025-01-18,{}
LDSMFG_112333,BOT,ANSWERED,16,2025-01-06,{}
LDSMFG_111675,BOT,NO_ANSWER,138,2025-01-29,{}
LDSMFG_101949,BOT,NO_ANSWER,56,2025-01-03,{}
LDSMFG_148877,BOT,NO_ANSWER,64,2025-01-05,{}
LDSMFG_102622,BOT,BUSY,72,2025-01-07,{}
LDSMFG_116659,BOT,NO_ANSWER,42,2025-01-26,{}
LDSMFG_147724,BOT,NO_ANSWER,260,2025-01-02,{}
LDSMFG_169785,BOT,BUSY,283,2025-01-05,{}
LDSMFG_132640,BOT,ANSWERED,261,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_103257,BOT,NO_ANSWER,21,2025-01-13,{}
LDSMFG_135257,BOT,NO_ANSWER,1,2025-01-24,{}
LDSMFG_113867,BOT,ANSWERED,238,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_134138,BOT,NO_ANSWER,238,2025-01-27,{}
LDSMFG_104479,BOT,NO_ANSWER,184,2025-01-18,{}
LDSMFG_126891,BOT,NO_ANSWER,267,2025-01-25,{}
LDSMFG_136359,BOT,NO_ANSWER,156,2025-01-26,{}
LDSMFG_166990,BOT,NO_ANSWER,273,2025-01-04,{}
LDSMFG_142509,BOT,NO_ANSWER,117,2025-01-12,{}
LDSMFG_131302,BOT,NO_ANSWER,274,2025-01-19,{}
LDSMFG_106747,BOT,ANSWERED,119,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_116553,BOT,NO_ANSWER,43,2025-01-17,{}
LDSMFG_151487,BOT,ANSWERED,196,2025-01-11,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_146790,BOT,NO_ANSWER,70,2025-01-18,{}
LDSMFG_118370,BOT,ANSWERED,36,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_124041,BOT,ANSWERED,207,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_151146,BOT,NO_ANSWER,127,2025-01-16,{}
LDSMFG_111501,BOT,BUSY,278,2025-01-16,{}
LDSMFG_156260,BOT,ANSWERED,68,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_189032,BOT,NO_ANSWER,297,2025-01-15,{}
LDSMFG_197329,BOT,NO_ANSWER,270,2025-01-21,{}
LDSMFG_106026,BOT,ANSWERED,134,2025-01-21,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_107671,BOT,ANSWERED,115,2025-01-10,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_152944,BOT,ANSWERED,24,2025-01-19,{}
LDSMFG_102236,BOT,NO_ANSWER,73,2025-01-09,{}
LDSMFG_145735,BOT,ANSWERED,270,2025-01-28,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_128723,BOT,ANSWERED,114,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_113626,BOT,NO_ANSWER,153,2025-01-20,{}
LDSMFG_101921,BOT,NO_ANSWER,67,2025-01-18,{}
LDSMFG_196949,BOT,ANSWERED,254,2025-01-24,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_128783,BOT,NO_ANSWER,281,2025-01-11,{}
LDSMFG_149757,BOT,ANSWERED,106,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_147326,BOT,NO_ANSWER,96,2025-01-19,{}
LDSMFG_164535,BOT,ANSWERED,83,2025-01-23,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_128849,BOT,NO_ANSWER,182,2025-01-17,{}
LDSMFG_122748,BOT,NO_ANSWER,133,2025-01-15,{}
LDSMFG_197816,BOT,ANSWERED,225,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_106581,BOT,ANSWERED,15,2025-01-14,{}
LDSMFG_185504,BOT,NO_ANSWER,100,2025-01-19,{}
LDSMFG_126901,BOT,ANSWERED,226,2025-01-29,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_168352,BOT,ANSWERED,232,2025-01-26,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_142083,BOT,ANSWERED,24,2025-01-20,{}
LDSMFG_192849,BOT,ANSWERED,187,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_153279,BOT,NO_ANSWER,242,2025-01-14,{}
LDSMFG_110883,BOT,ANSWERED,83,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_115009,BOT,ANSWERED,261,2025-01-15,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_179228,BOT,ANSWERED,292,2025-01-22,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_124331,BOT,ANSWERED,62,2025-01-25,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_100808,BOT,NO_ANSWER,186,2025-01-01,{}
LDSMFG_152211,BOT,ANSWERED,46,2025-01-07,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_169724,BOT,BUSY,163,2025-01-24,{}
LDSMFG_167177,BOT,NO_ANSWER,237,2025-01-05,{}
LDSMFG_105291,BOT,NO_ANSWER,184,2025-01-29,{}
LDSMFG_116775,BOT,NO_ANSWER,52,2025-01-12,{}
LDSMFG_195687,BOT,ANSWERED,77,2025-01-30,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_130804,BOT,NO_ANSWER,60,2025-01-23,{}
LDSMFG_115641,BOT,ANSWERED,166,2025-01-18,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_157122,BOT,NO_ANSWER,199,2025-01-06,{}
LDSMFG_190980,BOT,NO_ANSWER,253,2025-01-02,{}
LDSMFG_183501,BOT,ANSWERED,34,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_162341,BOT,NO_ANSWER,34,2025-01-08,{}
LDSMFG_107404,BOT,NO_ANSWER,142,2025-01-03,{}
LDSMFG_167753,BOT,NO_ANSWER,172,2025-01-19,{}
LDSMFG_178975,BOT,NO_ANSWER,176,2025-01-30,{}
LDSMFG_171142,BOT,NO_ANSWER,132,2025-01-02,{}
LDSMFG_156954,BOT,ANSWERED,17,2025-01-28,{}
LDSMFG_144563,BOT,NO_ANSWER,134,2025-01-02,{}
LDSMFG_101256,BOT,NO_ANSWER,181,2025-01-08,{}
LDSMFG_185282,BOT,ANSWERED,69,2025-01-19,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_188918,BOT,NO_ANSWER,25,2025-01-10,{}
LDSMFG_127268,BOT,NO_ANSWER,218,2025-01-29,{}
LDSMFG_147645,BOT,NO_ANSWER,106,2025-01-08,{}
LDSMFG_120521,BOT,ANSWERED,254,2025-01-05,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_148908,BOT,NO_ANSWER,54,2025-01-22,{}
LDSMFG_154320,BOT,BUSY,182,2025-01-24,{}
LDSMFG_168937,BOT,ANSWERED,70,2025-01-08,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_191552,BOT,ANSWERED,17,2025-01-14,{}
LDSMFG_191390,BOT,NO_ANSWER,153,2025-01-26,{}
LDSMFG_151295,BOT,NO_ANSWER,246,2025-01-06,{}
LDSMFG_152804,BOT,ANSWERED,281,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_158415,BOT,ANSWERED,37,2025-01-02,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_110424,BOT,NO_ANSWER,273,2025-01-08,{}
LDSMFG_195740,BOT,BUSY,222,2025-01-12,{}
LDSMFG_185911,BOT,NO_ANSWER,213,2025-01-05,{}
LDSMFG_198454,BOT,NO_ANSWER,141,2025-01-23,{}
LDSMFG_120926,BOT,BUSY,93,2025-01-09,{}
LDSMFG_154639,BOT,NO_ANSWER,41,2025-01-01,{}
LDSMFG_146761,BOT,NO_ANSWER,128,2025-01-02,{}
LDSMFG_107740,BOT,ANSWERED,3,2025-01-20,{}
LDSMFG_186804,BOT,NO_ANSWER,276,2025-01-11,{}
LDSMFG_100914,BOT,NO_ANSWER,221,2025-01-27,{}
LDSMFG_166251,BOT,NO_ANSWER,180,2025-01-24,{}
LDSMFG_167686,BOT,NO_ANSWER,238,2025-01-26,{}
LDSMFG_133679,BOT,NO_ANSWER,257,2025-01-16,{}
LDSMFG_121566,BOT,ANSWERED,25,2025-01-08,{}
LDSMFG_198726,BOT,BUSY,26,2025-01-21,{}
LDSMFG_133307,BOT,BUSY,26,2025-01-21,{}
LDSMFG_124354,BOT,NO_ANSWER,228,2025-01-28,{}
LDSMFG_116886,BOT,NO_ANSWER,123,2025-01-18,{}
LDSMFG_161722,BOT,NO_ANSWER,79,2025-01-11,{}
LDSMFG_104807,BOT,ANSWERED,145,2025-01-20,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_109735,BOT,NO_ANSWER,196,2025-01-29,{}
LDSMFG_159914,BOT,ANSWERED,93,2025-01-04,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_171764,BOT,NO_ANSWER,272,2025-01-12,{}
LDSMFG_183867,BOT,NO_ANSWER,249,2025-01-02,{}
LDSMFG_123340,BOT,BUSY,270,2025-01-07,{}
LDSMFG_175566,BOT,NO_ANSWER,289,2025-01-08,{}
LDSMFG_144545,BOT,ANSWERED,235,2025-01-01,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_132365,BOT,NO_ANSWER,257,2025-01-15,{}
LDSMFG_110260,BOT,ANSWERED,161,2025-01-03,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_149011,BOT,ANSWERED,274,2025-01-17,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_123467,BOT,NO_ANSWER,297,2025-01-13,{}
LDSMFG_122821,BOT,NO_ANSWER,17,2025-01-30,{}
LDSMFG_182143,BOT,NO_ANSWER,11,2025-01-28,{}
LDSMFG_136194,BOT,ANSWERED,139,2025-01-13,"{""intent"": ""PTP"", ""sentiment"": ""positive""}"
LDSMFG_178532,BOT,NO_ANSWER,263,2025-01-09,{}
LDSMFG_185755,BOT,NO_ANSWER,177,2025-01-12,{}
LDSMFG_188334,BOT,NO_ANSWER,287,2025-01-01,{}
LDSMFG_135501,BOT,BUSY,264,2025-01-25,{}
